soc6,title,ilo_exposure_mean,observed_exposure,ilo_pct,anthropic_pct,exposure_gap,abs_exposure_gap,HumanMoat_seed_equal_weight,"Employment change, percent, 2025–35","Median annual wage, dollars, 2025"
39-2021,Animal Caretakers,0.1407222222222222,0.0,10.654761904761905,27.24867724867725,16.593915343915345,16.593915343915345,58.01756311745335,12.1,35360.0
53-3032,Heavy and Tractor-Trailer Truck Drivers,0.245,0.0,43.69047619047619,27.24867724867725,-16.44179894179894,16.44179894179894,61.738748627881456,3.8,58640.0
11-9013,"Farmers, Ranchers, and Other Agricultural Managers",0.2446618589743589,0.0,43.57142857142857,27.24867724867725,-16.32275132275132,16.32275132275132,62.85803146725211,-3.4,89900.0
13-1141,"Compensation, Benefits, and Job Analysis Specialists",0.448,0.0649,86.36904761904762,70.1058201058201,-16.26322751322752,16.26322751322752,39.7511891694109,6.0,78210.0
51-9011,Chemical Equipment Operators and Tenders,0.2441666666666666,0.0,43.452380952380956,27.24867724867725,-16.203703703703706,16.203703703703706,51.99524332235639,3.6,58040.0
25-1194,"Career/Technical Education Teachers, Postsecondary",0.34825,0.1563,64.76190476190476,80.95238095238095,16.19047619047619,16.19047619047619,48.088913282107576,-0.3,63820.0
31-1133,Psychiatric Aides,0.1408333333333333,0.0,11.071428571428571,27.24867724867725,16.177248677248677,16.177248677248677,53.207830223197945,1.9,44910.0
31-1131,Nursing Assistants,0.1408333333333333,0.0,11.071428571428571,27.24867724867725,16.177248677248677,16.177248677248677,49.16941090376876,2.6,42260.0
53-1041,Aircraft Cargo Handling Supervisors,0.1408333333333333,0.0,11.071428571428571,27.24867724867725,16.177248677248677,16.177248677248677,83.83168679107209,9.2,58170.0
53-7121,"Tank Car, Truck, and Ship Loaders",0.1408333333333333,0.0,11.071428571428571,27.24867724867725,16.177248677248677,16.177248677248677,73.26856933772412,2.8,58870.0
47-4011,Construction and Building Inspectors | Energy Auditors,0.2763888888888888,0.0481,50.476190476190474,66.4021164021164,15.925925925925931,15.925925925925931,58.6401390413465,0.0,74690.0
19-5012,Occupational Health and Safety Technicians,0.2423499999999999,0.0,43.154761904761905,27.24867724867725,-15.906084656084655,15.906084656084655,61.19136480058544,19.4,61560.0
53-6051,"Transportation Inspectors | Aviation Inspectors | Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",0.2423499999999999,0.0,43.154761904761905,27.24867724867725,-15.906084656084655,15.906084656084655,66.99792657641176,2.2,92100.0
43-3021,Billing and Posting Clerks,0.64,0.1924,99.76190476190476,83.86243386243386,-15.899470899470899,15.899470899470899,27.17343578485181,-0.1,48500.0
41-2031,Retail Salespersons,0.3844999999999999,0.3222,76.96428571428572,92.85714285714286,15.892857142857139,15.892857142857139,52.00146359312112,-0.3,35410.0
27-4031,"Camera Operators, Television, Video, and Film",0.3517857142857142,0.1651,65.89285714285714,81.61375661375662,15.720899470899482,15.720899470899482,49.42773508964508,1.3,74990.0
43-3041,Gambling Cage Workers,0.446,0.0653,85.95238095238096,70.23809523809523,-15.714285714285737,15.714285714285737,49.538236370289056,-3.1,37580.0
29-2056,Veterinary Technologists and Technicians,0.141,0.0,11.547619047619047,27.24867724867725,15.701058201058203,15.701058201058203,60.11416026344676,9.4,47380.0
43-4061,"Eligibility Interviewers, Government Programs",0.4340416666666666,0.0597,84.52380952380952,68.91534391534393,-15.608465608465593,15.608465608465593,36.990852542993046,1.6,54210.0
51-6041,Shoe and Leather Workers and Repairers,0.141334249084249,0.0,11.666666666666666,27.24867724867725,15.582010582010584,15.582010582010584,42.99524332235639,-6.5,37800.0
53-6031,Automotive and Watercraft Service Attendants,0.2406249999999999,0.0,42.61904761904762,27.24867724867725,-15.37037037037037,15.37037037037037,74.20892791803878,3.8,35670.0
47-2231,Solar Photovoltaic Installers,0.1424583333333333,0.0,11.904761904761903,27.24867724867725,15.343915343915347,15.343915343915347,70.70069520673252,36.5,53140.0
11-9141,"Property, Real Estate, and Community Association Managers",0.3521428571428571,0.1653,66.42857142857143,81.74603174603175,15.317460317460316,15.317460317460316,59.000731796560544,3.7,69990.0
25-1021,"Computer Science Teachers, Postsecondary",0.3694444444444444,0.2414,72.02380952380952,87.3015873015873,15.277777777777786,15.277777777777786,41.66117819246249,4.9,96980.0
29-2081,"Opticians, Dispensing",0.24,0.0,42.5,27.24867724867725,-15.25132275132275,15.25132275132275,63.50274423710208,4.2,47260.0
53-5022,Motorboat Operators,0.1425,0.0,12.083333333333334,27.24867724867725,15.165343915343916,15.165343915343916,69.56531284302964,4.9,47520.0
53-5011,Sailors and Marine Oilers,0.1425,0.0,12.083333333333334,27.24867724867725,15.165343915343916,15.165343915343916,49.567508232711305,3.2,51520.0
25-1124,"Foreign Language and Literature Teachers, Postsecondary",0.3694444444444444,0.2403,72.02380952380952,87.16931216931218,15.14550264550266,15.14550264550266,24.086717892425906,0.2,79350.0
25-1082,"Library Science Teachers, Postsecondary",0.3694444444444444,0.018,72.02380952380952,57.01058201058201,-15.013227513227505,15.013227513227505,38.81558726673985,2.7,80340.0
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",0.2389285714285714,0.0,42.20238095238095,27.24867724867725,-14.953703703703699,14.953703703703699,55.41895353091841,1.2,63520.0
49-9052,Telecommunications Line Installers and Repairers,0.2389285714285714,0.0,42.20238095238095,27.24867724867725,-14.953703703703699,14.953703703703699,64.16867910720819,-3.4,74330.0
49-2097,Audiovisual Equipment Installers and Repairers,0.2389285714285714,0.0,42.20238095238095,27.24867724867725,-14.953703703703699,14.953703703703699,35.45115257958288,4.8,52600.0
51-8092,Gas Plant Operators,0.2905,0.0723,56.666666666666664,71.56084656084656,14.894179894179892,14.894179894179892,60.13355287230151,-6.0,87820.0
43-4131,Loan Interviewers and Clerks,0.6395000000000001,0.2022,99.40476190476191,84.52380952380952,-14.880952380952394,14.880952380952394,55.73289425539699,-2.4,50020.0
51-9083,Ophthalmic Laboratory Technicians,0.14375,0.0,12.380952380952381,27.24867724867725,14.867724867724869,14.867724867724869,30.933772411269665,2.2,39460.0
27-1023,Floral Designers,0.14375,0.0,12.380952380952381,27.24867724867725,14.867724867724869,14.867724867724869,54.23051591657519,-5.6,37360.0
51-6021,"Pressers, Textile, Garment, and Related Materials",0.14375,0.0,12.380952380952381,27.24867724867725,14.867724867724869,14.867724867724869,18.571533113794366,-15.7,35060.0
13-2072,Loan Officers,0.605,0.1857,98.1547619047619,83.46560846560847,-14.68915343915343,14.68915343915343,64.26930113428467,1.1,76690.0
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,0.238574074074074,0.0,41.904761904761905,27.24867724867725,-14.656084656084655,14.656084656084655,87.59495060373216,3.7,93530.0
25-4031,Library Technicians,0.4153472222222222,0.054,82.5,67.85714285714286,-14.642857142857139,14.642857142857139,40.00036589828027,-6.4,44580.0
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",0.144,0.0,12.619047619047619,27.24867724867725,14.629629629629632,14.629629629629632,35.7094767654592,-1.0,42770.0
35-3023,Fast Food and Counter Workers | Baristas,0.238125,0.0,41.785714285714285,27.24867724867725,-14.537037037037035,14.537037037037035,39.482253933406525,5.8,31200.0
27-2011,Actors,0.3142857142857143,0.1011,61.54761904761905,76.05820105820106,14.510582010582013,14.510582010582013,23.002195389681667,0.0,
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",0.1477256944444444,0.0,12.857142857142856,27.24867724867725,14.391534391534394,14.391534391534394,36.09696304427369,2.5,48250.0
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",0.3694444444444444,0.0206,72.02380952380952,57.67195767195767,-14.351851851851848,14.351851851851848,58.20965971459934,2.8,101420.0
51-6031,Sewing Machine Operators,0.1478125,0.0,12.976190476190478,27.24867724867725,14.272486772486772,14.272486772486772,14.771313574826198,-15.1,36670.0
29-1127,Speech-Language Pathologists,0.2376428571428571,0.0,41.48809523809524,27.24867724867725,-14.23941798941799,14.23941798941799,63.57848518111965,16.6,97870.0
29-1181,Audiologists,0.2376428571428571,0.0,41.48809523809524,27.24867724867725,-14.23941798941799,14.23941798941799,66.49286498353459,11.0,95780.0
17-2081,Environmental Engineers,0.3813888888888889,0.0358,76.19047619047619,62.10317460317461,-14.087301587301582,14.087301587301582,41.45773874862788,6.3,107110.0
29-1041,Optometrists,0.2371428571428571,0.0,41.30952380952381,27.24867724867725,-14.06084656084656,14.06084656084656,74.04976216611782,9.5,136570.0
23-1011,Lawyers,0.36325,0.1673,67.85714285714286,81.87830687830689,14.021164021164026,14.021164021164026,69.29491401390413,4.7,159670.0
29-1023,Orthodontists,0.14925,0.0,13.333333333333334,27.24867724867725,13.915343915343916,13.915343915343916,71.0468349798756,6.0,289140.0
29-1024,Prosthodontists,0.14925,0.0,13.333333333333334,27.24867724867725,13.915343915343916,13.915343915343916,86.74350530552506,5.8,311180.0
29-1022,Oral and Maxillofacial Surgeons,0.14925,0.0,13.333333333333334,27.24867724867725,13.915343915343916,13.915343915343916,80.16794731064763,5.6,352220.0
25-1126,"Philosophy and Religion Teachers, Postsecondary",0.3694444444444444,0.2197,72.02380952380952,85.84656084656085,13.82275132275133,13.82275132275133,38.92572264910355,2.0,80260.0
19-2012,Physicists,0.3798181818181818,0.2727,75.77380952380952,89.55026455026454,13.776455026455025,13.776455026455025,33.8847420417124,7.2,172250.0
29-1071,Physician Assistants | Anesthesiologist Assistants,0.2334444444444444,0.0,40.95238095238095,27.24867724867725,-13.703703703703699,13.703703703703699,78.1073911452616,21.1,135880.0
25-1052,"Chemistry Teachers, Postsecondary",0.3694444444444444,0.2185,72.02380952380952,85.71428571428571,13.69047619047619,13.69047619047619,44.53384559092572,2.3,93250.0
25-1121,"Art, Drama, and Music Teachers, Postsecondary",0.3694444444444444,0.2142,72.02380952380952,85.58201058201058,13.558201058201064,13.558201058201064,45.34540797658251,2.2,78620.0
29-2052,Pharmacy Technicians,0.2999444444444444,0.0735,58.452380952380956,71.95767195767195,13.505291005290992,13.505291005290992,53.27222832052689,6.4,45750.0
25-1122,"Communications Teachers, Postsecondary",0.3694444444444444,0.2111,72.02380952380952,85.44973544973546,13.425925925925938,13.425925925925938,42.17380168313209,2.1,78580.0
53-5031,Ship Engineers,0.2314999999999999,0.0,40.595238095238095,27.24867724867725,-13.346560846560845,13.346560846560845,68.15111598975486,2.7,109530.0
13-1031,"Claims Adjusters, Examiners, and Investigators",0.449,0.0818,86.72619047619048,73.4126984126984,-13.313492063492077,13.313492063492077,65.61068422978413,-5.5,78000.0
25-1053,"Environmental Science Teachers, Postsecondary",0.3694444444444444,0.0232,72.02380952380952,58.730158730158735,-13.293650793650784,13.293650793650784,40.60995243322356,2.7,94980.0
31-1132,Orderlies,0.1504166666666666,0.0,13.988095238095239,27.24867724867725,13.260582010582011,13.260582010582011,67.35675082327113,4.0,38290.0
31-9093,Medical Equipment Preparers,0.1504166666666666,0.0,13.988095238095239,27.24867724867725,13.260582010582011,13.260582010582011,69.50054884742042,10.8,47700.0
31-2022,Physical Therapist Aides,0.1504166666666666,0.0,13.988095238095239,27.24867724867725,13.260582010582011,13.260582010582011,47.34796926454446,4.0,35240.0
31-9097,Phlebotomists,0.1504166666666666,0.0,13.988095238095239,27.24867724867725,13.260582010582011,13.260582010582011,62.73179656055616,6.8,45230.0
33-1012,First-Line Supervisors of Police and Detectives,0.2310763888888888,0.0,40.476190476190474,27.24867724867725,-13.227513227513224,13.227513227513224,83.69081595316501,3.3,106040.0
27-3031,Public Relations Specialists,0.4315625,0.453,84.4047619047619,97.61904761904762,13.214285714285722,13.214285714285722,50.41273326015368,1.8,74750.0
11-9151,Social and Community Service Managers,0.3692499999999999,0.1808,69.76190476190476,82.93650793650794,13.174603174603178,13.174603174603178,66.03256494694475,7.2,80390.0
25-1061,"Anthropology and Archeology Teachers, Postsecondary",0.3694444444444444,0.0236,72.02380952380952,58.86243386243386,-13.161375661375658,13.161375661375658,34.11269667032565,2.6,99650.0
51-9194,Etchers and Engravers,0.230375,0.0,40.35714285714286,27.24867724867725,-13.108465608465611,13.108465608465611,34.27844859129162,-0.7,43310.0
43-9022,Word Processors and Typists,0.6521428571428572,0.2385,99.88095238095238,87.03703703703704,-12.843915343915342,12.843915343915342,50.188437614343215,-34.4,49280.0
29-1291,Acupuncturists,0.2297123015873015,0.0,40.05952380952381,27.24867724867725,-12.81084656084656,12.81084656084656,50.65312843029638,8.6,76040.0
23-1022,"Arbitrators, Mediators, and Conciliators",0.372875,0.2426,74.76190476190476,87.56613756613757,12.80423280423281,12.80423280423281,48.712038053421146,4.7,75530.0
51-3093,Food Cooking Machine Operators and Tenders,0.1506071428571428,0.0,14.464285714285715,27.24867724867725,12.784391534391535,12.784391534391535,50.130259787779,-0.3,41590.0
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",0.2295833333333333,0.0,39.88095238095239,27.24867724867725,-12.632275132275137,12.632275132275137,53.09769484083425,-5.7,51610.0
13-1071,Human Resources Specialists,0.4189999999999999,0.4034,83.03571428571429,95.5026455026455,12.466931216931215,12.466931216931215,60.73399195023783,6.4,75940.0
29-9099,"Healthcare Practitioners and Technical Workers, All Other | Midwives",0.2295257936507936,0.0,39.70238095238095,27.24867724867725,-12.453703703703699,12.453703703703699,73.01902671057447,5.1,65790.0
29-9093,Surgical Assistants,0.2295257936507936,0.0,39.70238095238095,27.24867724867725,-12.453703703703699,12.453703703703699,61.78485181119648,6.1,66800.0
47-2151,Pipelayers,0.1515,0.0,14.821428571428571,27.24867724867725,12.427248677248679,12.427248677248679,58.37467983900475,-3.1,49000.0
13-2082,Tax Preparers,0.51325,0.1283,91.19047619047619,78.83597883597884,-12.354497354497354,12.354497354497354,28.990852542993046,4.7,54920.0
13-1121,"Meeting, Convention, and Event Planners",0.4778571428571428,0.1023,88.92857142857142,76.5873015873016,-12.34126984126982,12.34126984126982,73.97036223929749,5.8,61160.0
51-2061,Timing Device Assemblers and Adjusters,0.27675,0.0392,50.89285714285714,63.227513227513235,12.334656084656096,12.334656084656096,37.97987559458471,-6.1,62620.0
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",0.2293854166666666,0.0,39.523809523809526,27.24867724867725,-12.275132275132275,12.275132275132275,38.68532747896084,3.4,43530.0
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",0.1519642857142857,0.0,15.0,27.24867724867725,12.24867724867725,12.24867724867725,57.47969264544457,1.0,57430.0
23-2011,Paralegals and Legal Assistants,0.39075,0.2927,78.63095238095238,90.87301587301587,12.242063492063494,12.242063492063494,38.00292718624223,-0.3,62890.0
27-2021,Athletes and Sports Competitors,0.22825,0.0,39.404761904761905,27.24867724867725,-12.156084656084655,12.156084656084655,55.48920600073179,5.5,66710.0
51-9193,Cooling and Freezing Equipment Operators and Tenders,0.1532142857142857,0.0,15.119047619047619,27.24867724867725,12.129629629629632,12.129629629629632,48.09696304427369,5.9,41330.0
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",0.2280729166666666,0.0,39.285714285714285,27.24867724867725,-12.037037037037035,12.037037037037035,52.76253201609952,-3.6,50270.0
19-3034,School Psychologists,0.3905555555555555,0.0467,78.03571428571429,66.005291005291,-12.030423280423292,12.030423280423292,58.27222832052689,0.8,95990.0
49-9051,Electrical Power-Line Installers and Repairers,0.15375,0.0,15.238095238095239,27.24867724867725,12.010582010582011,12.010582010582011,82.25942188071717,10.3,95320.0
43-4121,"Library Assistants, Clerical",0.4604166666666667,0.0978,87.38095238095238,75.39682539682539,-11.984126984126988,11.984126984126988,39.485547017929015,-6.4,36910.0
25-9031,Instructional Coordinators,0.393,0.3043,79.28571428571428,91.26984126984127,11.984126984126988,11.984126984126988,42.4990852542993,1.6,77440.0
17-1021,Cartographers and Photogrammetrists,0.43875,0.08,84.94047619047619,73.01587301587301,-11.924603174603178,11.924603174603178,40.61653860226857,7.4,81390.0
11-3031,Financial Managers | Treasurers and Controllers | Investment Fund Managers,0.4210653409090908,0.3907,83.45238095238095,95.37037037037037,11.917989417989418,11.917989417989418,52.09245029881692,9.7,166570.0
31-9099,"Healthcare Support Workers, All Other | Speech-Language Pathology Assistants | Endoscopy Technicians",0.2276011904761904,0.0,39.166666666666664,27.24867724867725,-11.917989417989414,11.917989417989414,45.636845956824,4.8,48430.0
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",0.1543571428571428,0.0,15.357142857142858,27.24867724867725,11.891534391534393,11.891534391534393,34.353457738748624,-3.4,44350.0
11-9121,Natural Sciences Managers | Clinical Research Coordinators | Water Resource Specialists,0.3975,0.0613,81.13095238095238,69.31216931216932,-11.818783068783063,11.818783068783063,43.816319063300405,8.2,167220.0
53-3053,Shuttle Drivers and Chauffeurs,0.2274107142857142,0.0,39.04761904761905,27.24867724867725,-11.7989417989418,11.7989417989418,57.356384924990856,7.1,37290.0
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",0.1549791666666666,0.0,15.476190476190476,27.24867724867725,11.772486772486774,11.772486772486774,19.38090010976948,-10.3,38670.0
25-1072,"Nursing Instructors and Teachers, Postsecondary",0.3694444444444444,0.1909,72.02380952380952,83.73015873015873,11.706349206349216,11.706349206349216,68.38382729601172,17.1,80250.0
49-9092,Commercial Divers,0.156375,0.0,15.595238095238095,27.24867724867725,11.653439153439155,11.653439153439155,66.22100256128797,4.8,72990.0
43-4071,File Clerks,0.3686,0.1568,69.46428571428571,81.08465608465607,11.620370370370367,11.620370370370367,37.8832784485913,-15.8,43600.0
51-6011,Laundry and Dry-Cleaning Workers,0.1563888888888888,0.0,15.714285714285714,27.24867724867725,11.534391534391537,11.534391534391537,21.834979875594588,4.3,34890.0
19-2031,Chemists,0.3874999999999999,0.2614,77.38095238095238,88.88888888888889,11.507936507936506,11.507936507936506,48.956458104646906,6.4,91240.0
19-3092,Geographers,0.4777777777777777,0.1096,88.69047619047619,77.24867724867724,-11.44179894179895,11.44179894179895,25.00402488108306,-2.1,102040.0
31-9091,Dental Assistants,0.1572395833333333,0.0,15.833333333333332,27.24867724867725,11.415343915343918,11.415343915343918,48.67471642883279,7.4,48070.0
17-2199,"Engineers, All Other | Energy Engineers, Except Wind and Solar | Mechatronics Engineers | Microsystems Engineers",0.3047222222222222,0.0659,59.10714285714286,70.43650793650794,11.329365079365076,11.329365079365076,43.56243139407245,3.7,122930.0
21-1094,Community Health Workers,0.2245833333333333,0.0,38.57142857142858,27.24867724867725,-11.322751322751326,11.322751322751326,47.310647639956095,12.7,51850.0
19-1023,Zoologists and Wildlife Biologists,0.396875,0.0606,80.47619047619048,69.17989417989418,-11.296296296296305,11.296296296296305,53.93596780095133,3.6,76780.0
13-2071,Credit Counselors,0.605,0.2341,98.1547619047619,86.90476190476191,-11.249999999999986,11.249999999999986,35.044639590193924,3.3,52230.0
17-2072,"Electronics Engineers, Except Computer | Radio Frequency Identification Device Specialists",0.4529620535714285,0.0999,87.02380952380952,75.79365079365078,-11.230158730158735,11.230158730158735,43.35418953530918,3.7,130220.0
47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",0.1598787878787878,0.0,16.071428571428573,27.24867724867725,11.177248677248677,11.177248677248677,68.68496158068056,0.0,61390.0
51-9111,Packaging and Filling Machine Operators and Tenders,0.2225,0.0,38.333333333333336,27.24867724867725,-11.084656084656086,11.084656084656086,48.508598609586535,4.1,43220.0
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",0.2203095238095238,0.0,38.21428571428571,27.24867724867725,-10.965608465608458,10.965608465608458,42.60629345042078,5.4,84890.0
29-1051,Pharmacists,0.3323461538461538,0.0896,63.095238095238095,73.94179894179894,10.846560846560841,10.846560846560841,66.97731430662274,5.2,140910.0
17-2141,Mechanical Engineers | Fuel Cell Engineers | Automotive Engineers,0.3233928571428571,0.0813,62.44047619047619,73.28042328042328,10.839947089947088,10.839947089947088,38.70325649469447,11.2,104110.0
51-7021,Furniture Finishers,0.1622916666666666,0.0,16.607142857142858,27.24867724867725,10.641534391534393,10.641534391534393,36.462495426271495,-3.5,44540.0
51-7031,"Model Makers, Wood",0.1622916666666666,0.0,16.607142857142858,27.24867724867725,10.641534391534393,10.641534391534393,36.09147457006952,-3.3,56550.0
51-7011,Cabinetmakers and Bench Carpenters,0.1622916666666666,0.0,16.607142857142858,27.24867724867725,10.641534391534393,10.641534391534393,28.109769484083422,-2.9,46680.0
29-1124,Radiation Therapists,0.22,0.0,37.73809523809524,27.24867724867725,-10.48941798941799,10.48941798941799,73.49725576289792,2.8,105310.0
51-5113,Print Binding and Finishing Workers,0.22,0.0,37.73809523809524,27.24867724867725,-10.48941798941799,10.48941798941799,40.55909257226491,-17.5,42290.0
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0.22,0.0,37.73809523809524,27.24867724867725,-10.48941798941799,10.48941798941799,36.04098060739115,-9.5,48750.0
29-2032,Diagnostic Medical Sonographers,0.22,0.0,37.73809523809524,27.24867724867725,-10.48941798941799,10.48941798941799,67.51847786315405,13.9,96590.0
29-2034,Radiologic Technologists and Technicians,0.22,0.0,37.73809523809524,27.24867724867725,-10.48941798941799,10.48941798941799,67.4090742773509,5.0,80110.0
43-9071,"Office Machine Operators, Except Computer",0.3686,0.0239,69.46428571428571,59.06084656084656,-10.403439153439152,10.403439153439152,21.02890596414197,-14.9,40960.0
15-1232,Computer User Support Specialists,0.4702777777777778,0.4685,87.61904761904762,98.01587301587301,10.396825396825392,10.396825396825392,52.9531650201244,-3.5,61860.0
11-2021,Marketing Managers,0.4121875,0.3195,82.20238095238095,92.5925925925926,10.390211640211646,10.390211640211646,61.74716428832784,6.9,166790.0
51-6042,Shoe Machine Operators and Tenders,0.1625,0.0,16.904761904761905,27.24867724867725,10.343915343915345,10.343915343915345,32.03622392974753,-6.9,35650.0
15-2041,Statisticians | Biostatisticians,0.5615,0.2107,95.5952380952381,85.31746031746032,-10.277777777777786,10.277777777777786,25.666483717526525,11.0,105650.0
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",0.1631160714285714,0.0,17.023809523809526,27.24867724867725,10.224867724867725,10.224867724867725,41.97365532381998,1.5,45760.0
29-1292,Dental Hygienists,0.1640625,0.0,17.142857142857142,27.24867724867725,10.105820105820108,10.105820105820108,60.7614343212587,8.0,98100.0
25-4022,Librarians and Media Collections Specialists,0.5533333333333333,0.2032,94.76190476190476,84.65608465608466,-10.1058201058201,10.1058201058201,32.358214416392244,2.6,68270.0
43-5061,"Production, Planning, and Expediting Clerks",0.4355,0.0934,84.64285714285714,74.60317460317461,-10.03968253968253,10.03968253968253,55.70435418953531,-1.3,59650.0
11-9179,"Personal Service Managers, All Other | Fitness and Wellness Coordinators | Spa Managers",0.3666787037037036,0.1244,68.69047619047619,78.70370370370371,10.01322751322752,10.01322751322752,55.28613245517746,6.2,69770.0
29-2061,Licensed Practical and Licensed Vocational Nurses,0.2174166666666666,0.0,37.26190476190476,27.24867724867725,-10.013227513227509,10.013227513227509,63.58470545188438,3.0,64400.0
17-2011,Aerospace Engineers,0.3233928571428571,0.0753,62.44047619047619,72.35449735449735,9.914021164021165,9.914021164021165,40.5257958287596,8.3,134960.0
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0.1654444444444444,0.0,17.38095238095238,27.24867724867725,9.86772486772487,9.86772486772487,34.29601170874497,2.2,36840.0
17-3023,Electrical and Electronic Engineering Technologists and Technicians,0.3615287698412698,0.0202,67.26190476190477,57.407407407407405,-9.854497354497369,9.854497354497369,47.139041346505664,2.4,78190.0
43-3061,Procurement Clerks,0.595,0.2436,97.67857142857143,87.83068783068782,-9.847883597883609,9.847883597883609,46.86791072081961,-8.1,50580.0
53-3031,Driver/Sales Workers,0.27625,0.0281,50.05952380952381,59.85449735449735,9.794973544973537,9.794973544973537,46.78485181119649,7.9,38770.0
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",0.21625,0.0,37.023809523809526,27.24867724867725,-9.775132275132275,9.775132275132275,35.17855836077571,-2.5,43380.0
27-2041,Music Directors and Composers,0.28034375,0.0368,52.67857142857143,62.43386243386243,9.755291005291,9.755291005291,42.27186242224662,1.2,73710.0
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0.49,0.6279,89.46428571428572,99.20634920634922,9.742063492063494,9.742063492063494,74.70508598609587,-0.9,72080.0
41-9011,Demonstrators and Product Promoters,0.4175,0.0788,82.61904761904762,72.88359788359789,-9.735449735449734,9.735449735449734,40.08964507866813,0.2,39320.0
25-3021,Self-Enrichment Teachers,0.3106455176767677,0.0662,61.07142857142858,70.76719576719577,9.695767195767196,9.695767195767196,44.25064032199049,3.5,46800.0
51-8013,Power Plant Operators | Biomass Plant Technicians | Hydroelectric Plant Technicians,0.2754166666666667,0.0257,49.642857142857146,59.32539682539682,9.682539682539677,9.682539682539677,59.376631296499575,-5.1,102040.0
29-2042,Emergency Medical Technicians,0.2154166666666666,0.0,36.845238095238095,27.24867724867725,-9.596560846560845,9.596560846560845,,5.8,44470.0
29-2043,Paramedics,0.2154166666666666,0.0,36.845238095238095,27.24867724867725,-9.596560846560845,9.596560846560845,81.98792535675082,5.7,60600.0
15-1212,Information Security Analysts,0.4865625,0.4859,89.04761904761904,98.54497354497354,9.497354497354507,9.497354497354507,33.98280278082693,21.0,129180.0
17-3012,Electrical and Electronics Drafters,0.3475,0.0889,64.3452380952381,73.80952380952381,9.464285714285708,9.464285714285708,30.513721185510427,-3.4,76870.0
19-3094,Political Scientists,0.47125,0.452,87.91666666666667,97.35449735449735,9.437830687830683,9.437830687830683,25.181851445298207,-2.0,142080.0
39-4011,Embalmers,0.1665,0.0,17.857142857142858,27.24867724867725,9.391534391534393,9.391534391534393,85.53750457372851,0.7,58780.0
39-4031,"Morticians, Undertakers, and Funeral Arrangers",0.1665,0.0,17.857142857142858,27.24867724867725,9.391534391534393,9.391534391534393,77.2085620197585,3.0,55010.0
39-4021,Funeral Attendants,0.1665,0.0,17.857142857142858,27.24867724867725,9.391534391534393,9.391534391534393,35.642151481888035,2.6,35680.0
19-3033,Clinical and Counseling Psychologists,0.3905555555555555,0.0591,78.03571428571429,68.65079365079364,-9.384920634920647,9.384920634920647,59.76838638858398,11.7,100580.0
27-4011,Audio and Video Technicians,0.3517857142857142,0.0173,65.89285714285714,56.613756613756614,-9.279100529100525,9.279100529100525,52.409440175631175,3.9,58100.0
43-4081,"Hotel, Motel, and Resort Desk Clerks",0.5141666666666667,0.1725,91.48809523809524,82.27513227513228,-9.212962962962962,9.212962962962962,59.23819978046104,1.8,35070.0
49-9062,Medical Equipment Repairers,0.2140625,0.0,36.36904761904762,27.24867724867725,-9.12037037037037,9.12037037037037,59.92389315770215,12.6,61660.0
49-9064,Watch and Clock Repairers,0.2140625,0.0,36.36904761904762,27.24867724867725,-9.12037037037037,9.12037037037037,35.28576655689717,-0.3,67230.0
51-6092,Fabric and Apparel Patternmakers,0.168125,0.0,18.154761904761905,27.24867724867725,9.093915343915345,9.093915343915345,55.21661178192462,-15.0,62750.0
29-1161,Nurse Midwives,0.2990625,0.052,58.214285714285715,67.1957671957672,8.981481481481488,8.981481481481488,85.11928283937065,11.5,134040.0
19-3091,Anthropologists and Archeologists,0.4777777777777777,0.1354,88.69047619047619,79.76190476190477,-8.928571428571416,8.928571428571416,29.021953896816683,6.0,70770.0
51-4194,"Tool Grinders, Filers, and Sharpeners",0.1685714285714285,0.0,18.333333333333332,27.24867724867725,8.915343915343918,8.915343915343918,39.54555433589462,-6.8,50060.0
43-9081,Proofreaders and Copy Markers,0.5145000000000001,0.1781,91.66666666666666,82.8042328042328,-8.86243386243386,8.86243386243386,19.219904866447127,-0.9,51120.0
