onet_soc,title,description,soc2018,ilo_exposure_mean,ilo_exposure_min,ilo_exposure_max,ilo_isco_count,mapping_confidence,observed_exposure,Context,Interaction,Judgment,Physicality,Responsibility,hm_dimensions_available,HumanMoat_seed_equal_weight,HumanMoat_confidence,ILO_Exposure_Score,Anthropic_Observed_Exposure_Score,AI_Exposure_Composite_Descriptive,coverage_count,data_confidence,_soc6,2025 National Employment Matrix title,2025 National Employment Matrix code,Occupation type,"Employment, 2025","Employment, 2035","Employment distribution, percent, 2025","Employment distribution, percent, 2035","Employment change, numeric, 2025–35","Employment change, percent, 2025–35","Percent self-employed, 2025","Occupational openings, 2025–35 annual average","Median annual wage, dollars, 2025",Typical education needed for entry,Work experience in a related occupation,Typical on-the-job training needed to attain competency in the occupation,Related Occupational Outlook Handbook (OOH) content,Related Occupational Outlook Handbook (OOH) content.1,"Labor force exit rate, 2025–35 annual average","Occupational transfer rate, 2025–35 annual average","Total occupational separations rate, 2025–35 annual average","Labor force exits, 2025–35 annual average","Occupational transfers, 2025–35 annual average","Total occupational separations, 2025–35 annual average","Occupational openings, 2025–35 annual average_sep",2025 National Employment Matrix title_skill,Adaptability,Computers and information technology,Creativity and innovation,Critical and analytical thinking,Customer service,Detail oriented,Fine motor,Interpersonal,Leadership,Mathematics,Mechanical,Physical strength and stamina,Problem solving and decision making,Project management,Science,Speaking and listening,Writing and reading,Top highest skill,Second highest skill,Third highest skill,opening_rate_pct,growth_percentile,wage_percentile,opening_rate_percentile
39-9031.00,Exercise Trainers and Group Fitness Instructors,"Instruct or coach groups or individuals in exercise activities for the primary purpose of personal fitness. Demonstrate techniques and form, observe participants, and explain to them corrective measures necessary to improve their skills. Develop and implement individualized approaches to exercise.",39-9031,0.2458333333333333,0.2458333333333333,0.2458333333333333,1,A,0.0,58.525429930479326,68.2656421514819,50.80497621661178,62.69667032564947,36.52579582875961,5.0,55.363702890596414,A,24.58333333333333,0.0,12.291666666666664,4,A,39-9031,        Exercise trainers and group fitness instructors,39-9031,Line item,388.4,416.9,0.2,0.2,28.5,7.3,14.8,68.0,47160,High school diploma or equivalent,,Short-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/personal-care-and-service/fitness-trainers-and-instructors.htm"">OOH Content</a>",6.1,10.1,16.2,24.5,40.7,65.2,68.0,Exercise trainers and group fitness instructors,59.0,30.0,85.0,25.0,81.0,3.0,36.0,86.0,43.0,10.0,36.0,99.0,34.0,19.0,68.0,55.0,31.0,Interpersonal,Adaptability,Customer service,17.507723995880536,85.92057761732852,25.212121212121215,97.71359807460891
39-9032.00,Recreation Workers,"Conduct recreation activities with groups in public, private, or volunteer agencies or recreation facilities. Organize and promote activities, such as arts and crafts, sports, games, music, dramatics, social recreation, camping, and hobbies, taking into account the needs and interests of individual members.",39-9032,0.2133333333333333,0.2133333333333333,0.2133333333333333,1,A,0.0,50.16465422612513,69.6377607025247,48.316867910720816,61.85510428100988,50.96048298572997,5.0,56.1869740212221,A,21.33333333333333,0.0,10.666666666666664,4,A,39-9032,        Recreation workers,39-9032,Line item,346.9,361.9,0.2,0.2,15.0,4.3,0.2,67.0,36560,High school diploma or equivalent,,Short-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/personal-care-and-service/recreation-workers.htm"">OOH Content</a>",7.0,11.5,18.5,24.8,40.8,65.5,67.0,Recreation workers,83.0,42.0,94.0,51.0,73.0,34.0,20.0,91.0,88.0,38.0,45.0,64.0,45.0,94.0,28.0,81.0,47.0,Adaptability,Interpersonal,Speaking and listening,19.31392332084174,66.00481347773767,5.575757575757575,98.676293622142
39-9041.00,Residential Advisors,"Coordinate activities in resident facilities in secondary school and college dormitories, group homes, or similar establishments. Order supplies and determine need for maintenance, repairs, and furnishings. May maintain household records and assign rooms. May assist residents with problem solving or refer them to counseling resources.",39-9041,0.2133333333333333,0.2133333333333333,0.2133333333333333,1,A,0.067,53.01866081229418,57.55214050493962,34.81522136845957,50.09147457006952,56.69593852908891,5.0,50.43468715697036,A,21.33333333333333,6.7,14.016666666666664,4,A,39-9041,      Residential advisors,39-9041,Line item,94.1,97.4,0.1,0.1,3.3,3.5,3,16.5,42240,High school diploma or equivalent,,Short-term on-the-job training,—,—,7.4,9.5,16.9,7.1,9.1,16.1,16.5,Residential advisors,68.0,48.0,67.0,48.0,80.0,40.0,13.0,96.0,86.0,11.0,31.0,42.0,41.0,89.0,33.0,78.0,42.0,Interpersonal,Adaptability,Speaking and listening,17.534537725823593,56.79903730445247,14.909090909090908,97.83393501805054
39-9099.00,"Personal Care and Service Workers, All Other",All personal care and service workers not listed separately.,39-9099,0.2023402777777777,0.17875,0.2178333333333333,4,C,,,,,,,,,,20.234027777777776,,20.234027777777776,2,C,39-9099,"      Personal care and service workers, all other",39-9099,Line item,94.6,100.2,0.1,0.1,5.6,5.9,30.4,14.4,41600,High school diploma or equivalent,,Short-term on-the-job training,—,—,6.3,8.0,14.3,6.1,7.8,13.9,14.4,"Personal care and service workers, all other[1]",63.0,26.0,83.0,28.0,66.0,14.0,22.0,85.0,61.0,20.0,27.0,72.0,33.0,35.0,35.0,48.0,36.0,Adaptability,Interpersonal,Problem solving and decision making,15.221987315010571,79.30204572803851,14.000000000000002,95.30685920577618
41-1011.00,First-Line Supervisors of Retail Sales Workers,"Directly supervise and coordinate activities of retail sales workers in an establishment or department. Duties may include management functions, such as purchasing, budgeting, accounting, and personnel work, in addition to supervisory duties.",41-1011,0.3603125,0.3603125,0.3603125,1,A,0.2627,76.41785583607756,91.8331503841932,59.97072813757776,41.80387852177095,31.339187705817785,5.0,60.27296011708745,A,36.03125,26.27,31.150625,4,A,41-1011,      First-line supervisors of retail sales workers,41-1011,Line item,1419.8,1367.4,0.8,0.8,-52.5,-3.7,21.1,113.5,48520,High school diploma or equivalent,Less than 5 years,,—,—,3.4,5.1,8.5,47.0,71.7,118.7,113.5,First-line supervisors of retail sales workers,77.0,40.0,56.0,55.0,96.0,12.0,43.0,80.0,93.0,67.0,22.0,50.0,62.0,81.0,6.0,61.0,35.0,Adaptability,Customer service,Leadership,7.994083673756867,15.10228640192539,29.21212121212121,45.48736462093863
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,"Directly supervise and coordinate activities of sales workers other than retail sales workers. May perform duties such as budgeting, accounting, and personnel work, in addition to supervisory duties.",41-1012,0.495189947089947,0.3521428571428571,0.6314,9,C,0.2295,72.37467983900476,86.13611416026345,69.55726308086352,39.02305159165752,55.48847420417124,5.0,64.5159165751921,A,49.518994708994704,22.95,36.23449735449735,4,A,41-1012,      First-line supervisors of non-retail sales workers,41-1012,Line item,311.9,313.6,0.2,0.2,1.7,0.5,30.4,21.7,87520,High school diploma or equivalent,Less than 5 years,,—,—,2.7,4.2,6.9,8.5,13.1,21.5,21.7,First-line supervisors of non-retail sales workers,39.0,53.0,36.0,64.0,81.0,20.0,23.0,64.0,99.0,78.0,33.0,25.0,92.0,92.0,6.0,87.0,61.0,Leadership,Problem solving and decision making,Speaking and listening,6.957358127605002,30.385078219013238,77.2121212121212,27.196149217809868
41-2011.00,Cashiers,"Receive and disburse money in establishments other than financial institutions. May use electronic scanners, cash registers, or related equipment. May process credit or debit card transactions and validate checks.",41-2011,0.394375,0.394375,0.394375,1,A,0.0846,32.45517746066594,52.39297475301866,25.41163556531285,37.88876692279546,8.260153677277717,5.0,31.281741675814125,A,39.4375,8.459999999999999,23.94875,4,A,41-2011,        Cashiers,41-2011,Line item,3106.3,2905.7,1.8,1.6,-200.6,-6.5,0.4,521.3,32880,No formal educational credential,,Short-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/sales/cashiers.htm"">OOH Content</a>",9.2,8.8,18.0,276.4,264.9,541.3,521.3,Cashiers,5.0,20.0,3.0,2.0,73.0,6.0,47.0,46.0,5.0,53.0,26.0,48.0,5.0,2.0,18.0,35.0,8.0,Customer service,Interpersonal,Adaptability,16.782023629398317,9.265944645006016,0.8484848484848486,97.11191335740072
41-2012.00,Gambling Change Persons and Booth Cashiers,"Exchange coins, tokens, and chips for patrons' money. May issue payoffs and obtain customer's signature on receipt. May operate a booth in the slot machine area and furnish change persons with money bank at the start of the shift, or count and audit money in drawers.",41-2012,0.394375,0.394375,0.394375,1,A,0.0,53.31137943651665,67.61800219538968,34.540797658251,45.04207830223198,54.967069154774975,5.0,51.095865349432856,A,39.4375,0.0,19.71875,4,A,41-2012,        Gambling change persons and booth cashiers,41-2012,Line item,22.0,21.6,0.0,0.0,-0.4,-1.9,—,3.9,36220,No formal educational credential,,Short-term on-the-job training,—,—,9.2,8.8,18.0,2.0,1.9,3.9,3.9,Gambling change persons and booth cashiers,45.0,26.0,1.0,17.0,91.0,60.0,49.0,66.0,41.0,87.0,51.0,49.0,26.0,52.0,3.0,29.0,31.0,Customer service,Adaptability,Detail oriented,17.727272727272727,20.878459687123947,4.96969696969697,98.07460890493381
41-2021.00,Counter and Rental Clerks,"Receive orders, generally in person, for repairs, rentals, and services. May describe available options, compute cost, and accept payment.",41-2021,,,,0,A,0.2048,62.95279912184412,78.91328210757409,40.72447859495061,57.20819612147823,14.132821075740946,5.0,50.7863154043176,A,,20.48,20.48,3,B,41-2021,        Counter and rental clerks,41-2021,Line item,409.4,421.9,0.2,0.2,12.4,3.0,1.3,46.1,41300,No formal educational credential,,Short-term on-the-job training,—,—,5.0,5.8,10.8,21.0,23.9,44.9,46.1,Counter and rental clerks,28.0,43.0,29.0,11.0,98.0,16.0,44.0,60.0,39.0,57.0,55.0,43.0,23.0,40.0,17.0,51.0,40.0,Customer service,Adaptability,Interpersonal,11.260381045432341,52.28640192539109,13.333333333333334,79.66305655836342
41-2022.00,Parts Salespersons,Sell spare and replacement parts and equipment in repair shop or parts store.,41-2022,0.3844999999999999,0.3844999999999999,0.3844999999999999,1,A,0.0,79.38163190633004,73.58946212952799,69.63044273691914,63.09915843395536,50.4390779363337,5.0,67.22795462861325,A,38.44999999999999,0.0,19.224999999999994,4,A,41-2022,        Parts salespersons,41-2022,Line item,273.3,281.6,0.2,0.2,8.3,3.0,0.4,30.0,38630,No formal educational credential,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/sales/retail-sales-workers.htm"">OOH Content</a>",4.5,6.0,10.5,12.4,16.7,29.2,30.0,Parts salespersons,49.0,73.0,43.0,32.0,99.0,21.0,38.0,70.0,68.0,69.0,64.0,59.0,52.0,72.0,13.0,64.0,54.0,Customer service,Adaptability,Computers and information technology,10.976948408342482,52.28640192539109,9.757575757575758,78.33935018050542
41-2031.00,Retail Salespersons,"Sell merchandise, such as furniture, motor vehicles, appliances, or apparel to consumers.",41-2031,0.3844999999999999,0.3844999999999999,0.3844999999999999,1,A,0.3222,48.920600073179656,78.64983534577388,38.218075375045736,50.585437248444926,43.63336992316136,5.0,52.00146359312112,A,38.44999999999999,32.22,35.334999999999994,4,A,41-2031,      Retail salespersons,41-2031,Line item,3998.1,3984.1,2.3,2.3,-14.0,-0.3,3,520.6,35410,No formal educational credential,,Short-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/sales/retail-sales-workers.htm"">OOH Content</a>",6.1,7.0,13.1,243.9,278.1,522.0,520.6,Retail salespersons,38.0,33.0,51.0,13.0,99.0,17.0,33.0,73.0,20.0,58.0,38.0,49.0,30.0,23.0,13.0,58.0,35.0,Customer service,Adaptability,Interpersonal,13.02118506290488,26.052948255114323,3.151515151515152,88.08664259927798
41-3011.00,Advertising Sales Agents,"Sell or solicit advertising space, time, or media in publications, signage, TV, radio, or Internet establishments or public spaces.",41-3011,0.445,0.445,0.445,1,A,0.1482,49.17672886937431,65.59824368825466,70.47200878155873,24.094401756311743,52.93633369923161,5.0,52.4555433589462,A,44.5,14.82,29.66,4,A,41-3011,      Advertising sales agents,41-3011,Line item,99.3,92.2,0.1,0.1,-7.1,-7.2,7.7,7.8,64820,High school diploma or equivalent,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/sales/advertising-sales-agents.htm"">OOH Content</a>",2.6,6.2,8.8,2.5,6.0,8.5,7.8,Advertising sales agents,45.0,62.0,90.0,45.0,98.0,18.0,14.0,77.0,12.0,71.0,21.0,21.0,60.0,64.0,3.0,92.0,51.0,Customer service,Speaking and listening,Adaptability,7.854984894259818,8.604091456077017,56.242424242424235,43.4416365824308
41-3021.00,Insurance Sales Agents,"Sell life, property, casualty, health, automotive, or other types of insurance. May refer clients to independent brokers, work as an independent broker, or be employed by an insurance company.",41-3021,0.5266666666666667,0.5266666666666667,0.5266666666666667,1,A,0.3188,69.83168679107207,69.3523600439078,45.90193926088548,24.112696670325647,70.609220636663,5.0,55.9615806805708,A,52.66666666666667,31.879999999999995,42.27333333333333,4,A,41-3021,      Insurance sales agents,41-3021,Line item,572.6,591.4,0.3,0.3,18.8,3.3,11.8,43.1,62280,High school diploma or equivalent,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/sales/insurance-sales-agents.htm"">OOH Content</a>",3.2,3.8,7.1,18.9,22.3,41.2,43.1,Insurance sales agents,47.0,50.0,31.0,52.0,95.0,59.0,14.0,59.0,4.0,85.0,14.0,12.0,57.0,17.0,3.0,72.0,65.0,Customer service,Adaptability,Detail oriented,7.527069507509605,54.81347773766546,51.81818181818182,37.30445246690734
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents","Buy and sell securities or commodities in investment and trading firms, or provide financial services to businesses and individuals. May advise customers about stocks, bonds, mutual funds, commodities, and market conditions.",41-3031,0.5379916666666666,0.4445833333333333,0.6314,2,B,0.4413,67.76436150750091,61.427003293084525,65.77021587998536,12.843029637760702,75.41163556531285,5.0,56.64324917672887,A,53.799166666666665,44.13,48.96458333333334,4,A,41-3031,"      Securities, commodities, and financial services sales agents",41-3031,Line item,531.0,538.5,0.3,0.3,7.5,1.4,6,35.1,78660,Bachelor's degree,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/sales/securities-commodities-and-financial-services-sales-agents.htm"">OOH Content</a>",2.4,4.1,6.4,12.6,21.7,34.3,35.1,"Securities, commodities, and financial services sales agents",70.0,79.0,47.0,68.0,81.0,63.0,11.0,54.0,29.0,90.0,12.0,9.0,84.0,78.0,13.0,61.0,60.0,Adaptability,Problem solving and decision making,Detail oriented,6.610169491525424,35.92057761732852,71.75757575757575,21.41997593261131
41-3041.00,Travel Agents,"Plan and sell transportation and accommodations for customers. Determine destination, modes of transportation, travel dates, costs, and accommodations required. May also describe, plan, and arrange itineraries and sell tour packages. May assist in resolving clients' travel problems.",41-3041,0.5000625,0.445,0.555125,2,B,0.4054,50.65861690450055,49.473106476399565,33.31503841931943,12.678375411635566,62.23929747530187,5.0,41.67288693743139,A,50.00625,40.54,45.27312499999999,4,A,41-3041,      Travel agents,41-3041,Line item,61.5,61.7,0.0,0.0,0.1,0.2,12,5.9,50160,High school diploma or equivalent,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/sales/travel-agents.htm"">OOH Content</a>",4.3,5.2,9.5,2.6,3.2,5.8,5.9,Travel agents,15.0,81.0,21.0,35.0,86.0,86.0,40.0,53.0,13.0,57.0,17.0,9.0,38.0,42.0,3.0,74.0,57.0,Detail oriented,Customer service,Computers and information technology,9.59349593495935,29.482551143200965,33.57575757575758,67.87003610108303
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",Sell services to individuals or businesses. May describe options or resolve client problems.,41-3091,0.49,0.49,0.49,1,A,,65.9348701061105,79.03402854006586,47.32894255397,23.4540797658251,47.91437980241493,5.0,52.73326015367728,A,49.0,,49.0,3,B,41-3091,"      Sales representatives of services, except advertising, insurance, financial services, and travel",41-3091,Line item,1272.7,1306.7,0.7,0.7,33.9,2.7,1.2,115.7,69990,High school diploma or equivalent,,Moderate-term on-the-job training,—,—,2.7,6.0,8.7,35.0,77.3,112.3,115.7,"Sales representatives of services, except advertising, insurance, financial services, and travel[1]",83.0,62.0,31.0,40.0,97.0,37.0,42.0,67.0,55.0,56.0,21.0,27.0,28.0,42.0,11.0,67.0,54.0,Adaptability,Customer service,Detail oriented,9.090909090909092,49.518652226233456,62.0,62.093862815884485
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Sell goods for wholesalers or manufacturers where technical or scientific knowledge is required in such areas as biology, engineering, chemistry, and electronics, normally obtained from at least 2 years of postsecondary education.",41-4011,0.5005972222222222,0.49,0.5125,3,B,0.2706,82.2905232345408,60.84522502744237,54.793267471642885,25.86900841566045,46.56970362239297,5.0,54.07354555433589,A,50.05972222222223,27.06,38.55986111111112,4,A,41-4011,"      Sales representatives, wholesale and manufacturing, technical and scientific products",41-4011,Line item,292.0,295.5,0.2,0.2,3.5,1.2,2.4,23.6,104920,Bachelor's degree,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/sales/wholesale-and-manufacturing-sales-representatives.htm"">OOH Content</a>",3.0,5.0,7.9,8.7,14.6,23.3,23.6,"Sales representatives, wholesale and manufacturing, technical and scientific products",39.0,40.0,43.0,44.0,73.0,18.0,22.0,66.0,7.0,71.0,24.0,23.0,49.0,46.0,40.0,84.0,56.0,Adaptability,Speaking and listening,Problem solving and decision making,8.082191780821917,34.71720818291215,86.54545454545455,47.0517448856799
41-4011.07,Solar Sales Representatives and Assessors,"Contact new or existing customers to determine their solar equipment needs, suggest systems or equipment, or estimate costs.",41-4011,0.5005972222222222,0.49,0.5125,3,B,0.2706,37.02890596414196,63.24917672886937,39.608488840102446,31.522136845956823,50.823271130625685,5.0,44.446395901939255,A,50.05972222222223,27.06,38.55986111111112,4,A,41-4011,"      Sales representatives, wholesale and manufacturing, technical and scientific products",41-4011,Line item,292.0,295.5,0.2,0.2,3.5,1.2,2.4,23.6,104920,Bachelor's degree,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/sales/wholesale-and-manufacturing-sales-representatives.htm"">OOH Content</a>",3.0,5.0,7.9,8.7,14.6,23.3,23.6,"Sales representatives, wholesale and manufacturing, technical and scientific products",39.0,40.0,43.0,44.0,73.0,18.0,22.0,66.0,7.0,71.0,24.0,23.0,49.0,46.0,40.0,84.0,56.0,Adaptability,Speaking and listening,Problem solving and decision making,8.082191780821917,34.71720818291215,86.54545454545455,47.0517448856799
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sell goods for wholesalers or manufacturers to businesses or groups of individuals. Work requires substantial knowledge of items sold.,41-4012,0.49,0.49,0.49,1,A,0.6279,85.58360775704354,85.993413830955,85.45554335894622,71.29527991218441,45.19758507135017,5.0,74.70508598609587,A,49.0,62.79,55.895,4,A,41-4012,"      Sales representatives, wholesale and manufacturing, except technical and scientific products",41-4012,Line item,1279.4,1268.2,0.8,0.7,-11.2,-0.9,2.4,99.8,72080,High school diploma or equivalent,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/sales/wholesale-and-manufacturing-sales-representatives.htm"">OOH Content</a>",3.0,5.0,7.9,37.7,63.1,100.9,99.8,"Sales representatives, wholesale and manufacturing, except technical and scientific products",75.0,58.0,87.0,41.0,99.0,2.0,25.0,74.0,16.0,59.0,29.0,37.0,74.0,56.0,1.0,72.0,49.0,Customer service,Adaptability,Problem solving and decision making,7.800531499140222,23.766546329723226,63.272727272727266,42.35860409145607
41-9011.00,Demonstrators and Product Promoters,Demonstrate merchandise and answer questions for the purpose of creating public interest in buying the product. May sell demonstrated merchandise.,41-9011,0.4175,0.4175,0.4175,1,A,0.0788,47.40212221002562,46.43249176728869,33.369923161361136,45.00548847420416,28.23819978046103,5.0,40.08964507866813,A,41.75,7.88,24.815,4,A,41-9011,        Demonstrators and product promoters,41-9011,Line item,70.4,70.5,0.0,0.0,0.1,0.2,9,11.4,39320,No formal educational credential,,Short-term on-the-job training,—,—,9.0,7.2,16.2,6.3,5.1,11.4,11.4,Demonstrators and product promoters,23.0,22.0,44.0,18.0,97.0,6.0,41.0,72.0,22.0,17.0,30.0,52.0,29.0,12.0,14.0,75.0,38.0,Customer service,Interpersonal,Speaking and listening,16.193181818181817,29.482551143200965,11.030303030303031,96.028880866426
41-9012.00,Models,"Model garments or other apparel and accessories for prospective buyers at fashion shows, private showings, or retail establishments. May pose for photos to be used in magazines or advertisements. May pose as subject for paintings, sculptures, and other types of artistic expression.",41-9012,0.248,0.248,0.248,1,A,0.0,10.025612879619466,19.89023051591657,9.623124771313575,46.81668496158069,10.34577387486279,5.0,19.340285400658612,A,24.8,0.0,12.4,4,A,41-9012,        Models,41-9012,Line item,4.2,4.1,0.0,0.0,-0.1,-2.1,7.6,0.7,48470,No formal educational credential,,,OOH Content,"<a href=""https://www.bls.gov/ooh/sales/models.htm"">OOH Content</a>",9.0,7.2,16.2,0.4,0.3,0.7,0.7,Models,1.0,10.0,53.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,3.0,63.0,0.0,1.0,9.0,6.0,2.0,Adaptability,Creativity and innovation,Detail oriented,16.666666666666664,19.855595667870034,28.96969696969697,96.81107099879664
41-9021.00,Real Estate Brokers,"Operate real estate office, or work for commercial real estate firm, overseeing real estate transactions. Other duties usually include selling real estate or renting properties and arranging loans.",41-9021,0.3521428571428571,0.3521428571428571,0.3521428571428571,1,A,0.2609,74.67983900475667,65.48847420417124,84.15660446395903,32.93084522502745,19.2371020856202,5.0,55.29857299670691,A,35.21428571428571,26.090000000000003,30.652142857142856,4,A,41-9021,        Real estate brokers,41-9021,Line item,103.5,104.3,0.1,0.1,0.8,0.8,54.9,7.8,73220,High school diploma or equivalent,Less than 5 years,,OOH Content,"<a href=""https://www.bls.gov/ooh/sales/real-estate-brokers-and-sales-agents.htm"">OOH Content</a>",4.2,3.2,7.4,4.4,3.3,7.7,7.8,Real estate brokers,86.0,61.0,63.0,54.0,85.0,31.0,10.0,71.0,38.0,62.0,26.0,14.0,71.0,58.0,15.0,80.0,60.0,Adaptability,Problem solving and decision making,Customer service,7.536231884057972,32.12996389891697,64.36363636363637,37.545126353790614
41-9022.00,Real Estate Sales Agents,"Rent, buy, or sell property for clients. Perform duties such as study property listings, interview prospective clients, accompany clients to property site, discuss conditions of sale, and draw up real estate contracts. Includes agents who represent buyer.",41-9022,0.3521428571428571,0.3521428571428571,0.3521428571428571,1,A,0.2828,64.56275155506769,57.47530186608122,63.64800585437248,42.07830223197951,36.49835345773875,5.0,52.852542993047926,A,35.21428571428571,28.28,31.74714285714285,4,A,41-9022,        Real estate sales agents,41-9022,Line item,427.0,434.5,0.3,0.2,7.4,1.7,54.3,32.6,52830,High school diploma or equivalent,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/sales/real-estate-brokers-and-sales-agents.htm"">OOH Content</a>",4.2,3.2,7.4,18.0,13.8,31.9,32.6,Real estate sales agents,75.0,73.0,65.0,46.0,95.0,43.0,16.0,80.0,67.0,82.0,39.0,31.0,78.0,85.0,18.0,87.0,61.0,Adaptability,Customer service,Problem solving and decision making,7.634660421545668,38.387484957882066,38.78787878787879,39.83152827918171
41-9031.00,Sales Engineers,"Sell business goods or services, the selling of which requires a technical background equivalent to a baccalaureate degree in engineering.",41-9031,0.5125,0.5125,0.5125,1,A,0.3224,75.6860592755214,63.45773874862788,67.12403951701425,18.03878521770948,62.62349066959385,5.0,57.38602268569336,A,51.24999999999999,32.24,41.745,4,A,41-9031,      Sales engineers,41-9031,Line item,51.6,53.0,0.0,0.0,1.4,2.8,—,3.8,124900,Bachelor's degree,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/sales/sales-engineers.htm"">OOH Content</a>",1.8,5.3,7.1,0.9,2.8,3.7,3.8,Sales engineers,77.0,56.0,83.0,89.0,78.0,38.0,17.0,71.0,37.0,89.0,39.0,7.0,95.0,43.0,67.0,84.0,74.0,Problem solving and decision making,Adaptability,Writing and reading,7.364341085271317,50.84235860409145,91.51515151515152,34.17569193742479
41-9041.00,Telemarketers,Solicit donations or orders for goods or services over the telephone.,41-9041,0.6115625,0.6115625,0.6115625,1,A,0.2852,20.472008781558724,54.75301866081229,25.905598243688257,15.934870106110502,8.534577387486278,5.0,25.12001463593121,A,61.15625,28.52,44.838125,4,A,41-9041,      Telemarketers,41-9041,Line item,60.9,47.8,0.0,0.0,-13.0,-21.4,2.9,5.8,35450,No formal educational credential,,Short-term on-the-job training,—,—,5.3,7.9,13.1,2.9,4.3,7.1,5.8,Telemarketers,33.0,38.0,63.0,18.0,93.0,14.0,28.0,67.0,10.0,2.0,16.0,1.0,7.0,11.0,11.0,71.0,35.0,Customer service,Adaptability,Speaking and listening,9.523809523809524,0.842358604091456,3.3333333333333335,67.26835138387484
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Sell goods or services door-to-door or on the street.,41-9091,0.3093035714285714,0.2045,0.4585714285714286,4,C,0.1758,44.84083424807904,45.87266739846323,35.19941456275156,37.01061105012806,1.2897914379802415,5.0,32.84266373948043,A,30.93035714285714,17.580000000000002,24.255178571428573,4,A,41-9091,"        Door-to-door sales workers, news and street vendors, and related workers",41-9091,Line item,50.9,45.6,0.0,0.0,-5.3,-10.4,94.6,4.8,41380,No formal educational credential,,Short-term on-the-job training,—,—,5.1,5.9,11.0,2.5,2.8,5.3,4.8,"Door-to-door sales workers, news and street vendors, and related workers",5.0,37.0,18.0,3.0,94.0,0.0,14.0,67.0,40.0,11.0,11.0,22.0,9.0,39.0,3.0,70.0,29.0,Customer service,Speaking and listening,Interpersonal,9.430255402750491,5.535499398315283,13.696969696969695,66.54632972322503
41-9099.00,"Sales and Related Workers, All Other",All sales and related workers not listed separately.,41-9099,0.46275,0.445,0.4805,2,B,,,,,,,,,,46.275,,46.275,2,C,41-9099,"        Sales and related workers, all other",41-9099,Line item,115.3,116.6,0.1,0.1,1.3,1.1,16.3,13.1,48280,High school diploma or equivalent,,,—,—,4.6,6.6,11.2,5.4,7.6,13.0,13.1,"Sales and related workers, all other[1]",62.0,52.0,61.0,43.0,94.0,23.0,18.0,77.0,49.0,63.0,32.0,29.0,62.0,64.0,19.0,83.0,54.0,Adaptability,Customer service,Interpersonal,11.361665221162186,33.935018050541515,28.606060606060606,80.62575210589651
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Directly supervise and coordinate the activities of clerical and administrative support workers.,43-1011,0.4287499999999999,0.4287499999999999,0.4287499999999999,1,A,0.1856,61.068422978412,82.56860592755214,53.16502012440541,43.3772411269667,54.74753018660813,5.0,58.98536406878888,A,42.87499999999999,18.56,30.717499999999998,4,A,43-1011,      First-line supervisors of office and administrative support workers,43-1011,Line item,1506.1,1507.0,0.9,0.9,0.9,0.1,1.1,127.4,69500,High school diploma or equivalent,Less than 5 years,,—,—,3.6,4.8,8.5,55.0,72.3,127.3,127.4,First-line supervisors of office and administrative support workers,76.0,74.0,68.0,71.0,71.0,44.0,21.0,81.0,94.0,60.0,29.0,30.0,74.0,91.0,7.0,70.0,75.0,Adaptability,Leadership,Writing and reading,8.458933669743047,29.061371841155236,61.57575757575757,52.46690734055355
